Symbol,Buy/Sell,Quantity,Price
GKH,Buy,280,1344.1
MDU,Buy,630,1651.3
DLH,Sell,760,171
UUU,Buy,840,685
NNN,Buy,630,623
PDB,Sell,470,469
UUU,Sell,320,675
PDB,Sell,90,461
KKK,Buy,400,1658.1
FFF,Sell,100,246
MDU,Sell,960,1634
FFF,Sell,90,246
NNN,Buy,680,632
BBB,Sell,470,466
RRR,Buy,790,114
PDB,Sell,350,474
GGG,Sell,470,587
HRT,Buy,630,910
VVV,Sell,760,1424.7
CCC,Buy,850,1244
CGG,Buy,770,1407.5
CCC,Buy,110,1256.2
PDB,Buy,560,464
UUU,Sell,660,675
TTT,Buy,80,1319.8
TQM,Buy,470,1058
HSW,Sell,660,1067.1
SSS,Buy,950,861
TTT,Sell,960,1339.8
AAA,Sell,650,1196.8
PDB,Buy,50,463
CCC,Sell,520,1246.7
FFF,Buy,120,245
GKH,Buy,890,1337.6
PPP,Buy,860,966
FVD,Buy,170,660
PDB,Sell,470,459
HRT,Sell,580,912
GGG,Buy,470,593
GGG,Sell,540,590
FVD,Buy,380,666
FFF,Buy,50,244
XXX,Sell,330,1369.6
RRR,Buy,890,114
VVV,Sell,500,1403.5
GGG,Sell,120,585
RRR,Buy,740,115
DDD,Buy,480,1562.5
QQQ,Sell,320,1666.9
AAA,Buy,240,1229.9
VVV,Sell,140,1414.1
EEE,Buy,570,1313.1
GKH,Buy,310,1332.6
DLH,Sell,520,175
FVD,Buy,200,664
FFF,Sell,510,246
HRT,Sell,770,910
AAA,Sell,710,1205.8
TTT,Sell,390,1311.4
TTT,Sell,50,1326
WWW,Buy,390,1519.4
KKK,Sell,220,1667.2
PPP,Sell,940,943
PDB,Buy,400,461
CCC,Sell,210,1251.1
CCC,Buy,890,1264.9
PPP,Buy,800,942
FVD,Sell,230,660
SSS,Sell,600,878
PPP,Sell,730,932
TTT,Buy,600,1334.9
VVV,Buy,80,1409.8
TTT,Buy,160,1318.5
TTT,Sell,660,1337.1
HSW,Buy,980,1071.6
UUU,Sell,610,679
DLH,Sell,340,170
FFF,Sell,770,249
CCC,Sell,970,1235.2
PDB,Sell,530,467
GKH,Sell,460,1320.3
EEE,Buy,570,1332.4
VVV,Sell,210,1397.8
KKK,Sell,940,1688.2
TQM,Sell,450,1070.1
KKK,Buy,210,1665.7
MMM,Sell,110,1686
KKK,Buy,140,1660.6
VVV,Sell,110,1387.2
FVD,Sell,90,658
CCC,Sell,290,1233.6
GGG,Buy,930,579
GKH,Buy,750,1330.2
TTT,Buy,50,1314
CCC,Buy,770,1233.4
CCC,Sell,940,1226.1
BBB,Sell,340,461
FFF,Sell,790,245
VVV,Sell,840,1424.2
HRT,Sell,780,914
FFF,Sell,520,244
GGG,Sell,800,592
EEE,Sell,290,1365.8
BBB,Buy,510,469
DLH,Sell,520,177
AAA,Sell,380,1228
TTT,Buy,150,1310.8
NEH,Sell,20,521
FVD,Buy,740,663
NEH,Sell,930,523
VVV,Sell,850,1400.7
TQM,Sell,960,1068
FVD,Sell,250,651
CGG,Sell,800,1422.5
SSS,Sell,80,873
EEE,Sell,950,1324.2
TTT,Sell,670,1310.7
TTT,Sell,490,1332.9
AAA,Sell,400,1222.7
CCC,Buy,980,1236.7
WWW,Buy,310,1500.6
DLH,Buy,240,174
CCC,Buy,90,1233.5
TQM,Buy,340,1058.2
HHH,Sell,940,1925.3
XXX,Buy,860,1366.3
CCC,Buy,400,1233.1
NEH,Sell,360,511
TQM,Sell,570,1047.5
CCC,Buy,930,1233.9
CGG,Sell,330,1424
NNN,Sell,260,616
VVV,Buy,450,1407.6
PDB,Sell,680,470
CCC,Buy,570,1240.5
MMM,Buy,330,1692.8
GGG,Sell,640,591
TQM,Sell,460,1053.1
NEH,Buy,960,512
FVD,Buy,380,672
GKH,Buy,700,1319.2
RRR,Sell,530,113
YYY,Buy,420,62
DLH,Buy,250,174
TTT,Buy,210,1325.7
HSW,Buy,110,1049.2
TTT,Sell,410,1336.7
KKK,Sell,720,1642.5
MMM,Sell,300,1683.2
GKH,Sell,410,1316.4
PPP,Sell,670,957
AAA,Buy,400,1214
NEH,Sell,550,509
HRT,Buy,320,913
PPP,Sell,490,947
BBB,Sell,310,471
QQQ,Buy,620,1681.6
MDU,Sell,420,1666.8
PPP,Buy,160,955
GGG,Buy,820,586
PDB,Buy,670,469
TQM,Buy,700,1070.4
CCC,Sell,380,1246
PDB,Sell,970,462
HHH,Sell,270,1920.7
BBB,Sell,310,465
BBB,Sell,470,470
GGG,Sell,130,582
EEE,Buy,640,1325
EEE,Buy,480,1334.8
CCC,Sell,740,1225
AAA,Buy,350,1199.9
PDB,Buy,290,467
RRR,Buy,290,115
AAA,Sell,360,1208.6
YYY,Buy,70,61
DLH,Buy,520,171
BBB,Sell,20,468
FFF,Buy,560,245
PPP,Sell,640,952
TQM,Buy,960,1066.1
GKH,Sell,60,1337.7
AAA,Sell,220,1214.2
EEE,Buy,130,1341
VVV,Sell,580,1432.8
CCC,Buy,810,1238.5
CCC,Sell,310,1242
HSW,Buy,850,1036.9
SSS,Buy,760,879
NEH,Buy,700,519
DLH,Sell,790,171
CCC,Buy,970,1244.8
AAA,Buy,710,1220.5
RRR,Buy,930,115
PPP,Buy,560,935
GGG,Sell,190,595
SSS,Sell,840,873
UUU,Sell,460,691
BBB,Buy,730,469
BBB,Sell,420,461
HHH,Sell,210,1899.2
MDU,Sell,480,1648.3
MMM,Sell,580,1708.1
HRT,Buy,990,937
BBB,Sell,900,468
FFF,Sell,780,248
PPP,Buy,910,951
TTT,Buy,420,1312.2
HRT,Sell,520,907
SSS,Sell,320,866
NNN,Sell,150,632
BBB,Sell,30,462
NNN,Buy,480,615
EEE,Buy,740,1314.7
UUU,Sell,550,680
VVV,Buy,20,1390.7
GGG,Sell,950,583
PDB,Buy,370,467
XXX,Sell,360,1361.8
CCC,Buy,10,1233
TQM,Buy,830,1065.9
FFF,Buy,380,245
NEH,Buy,350,513
HSW,Buy,290,1052
PDB,Buy,390,466
TQM,Buy,530,1055.8
KKK,Sell,350,1682.8
HRT,Sell,490,909
AAA,Sell,870,1229.7
GKH,Buy,70,1349.4
XXX,Buy,970,1382.7
NEH,Buy,330,523
CCC,Sell,890,1221.5
TTT,Buy,200,1347.1
VVV,Buy,450,1424.8
PPP,Sell,50,945
SSS,Sell,740,875
FFF,Sell,330,244
CGG,Buy,310,1408.8
UUU,Buy,280,685
CCC,Buy,110,1254.3
KKK,Buy,580,1649.7
UUU,Sell,120,679
SSS,Sell,980,880
TTT,Buy,770,1319.2
EEE,Sell,890,1327.5
NEH,Sell,450,512
FFF,Sell,520,249
HSW,Buy,550,1048.7
FVD,Buy,690,658
DLH,Sell,890,176
EEE,Sell,250,1312.2
TQM,Buy,70,1056.9
QQQ,Sell,710,1665.6
KKK,Buy,160,1689.3
CCC,Buy,830,1242.4
BBB,Buy,40,464
VVV,Sell,910,1418.8
GKH,Sell,350,1335.3
PDB,Buy,610,470
HSW,Buy,810,1064.1
PDB,Sell,90,471
GKH,Sell,870,1323.6
FFF,Buy,110,248
FVD,Buy,740,660
VVV,Buy,580,1410.1
AAA,Buy,690,1231
EEE,Buy,60,1336.8
CCC,Buy,50,1224.7
TQM,Sell,730,1048.6
FFF,Sell,810,246
EEE,Buy,230,1350.1
GGG,Sell,680,581
CGG,Buy,750,1406.1
AAA,Sell,340,1225.8
TQM,Buy,70,1063.7
PDB,Buy,890,458
MDU,Buy,920,1634.3
EEE,Buy,20,1320.6
CCC,Sell,660,1244.2
NEH,Sell,550,512
SSS,Sell,660,879
AAA,Sell,570,1216.3
PDB,Sell,860,469
AAA,Buy,610,1203.7
CGG,Sell,810,1429.7
PDB,Sell,100,475
SSS,Buy,360,872
SSS,Sell,350,880
NEH,Sell,140,515
MMM,Buy,710,1682.4
WWW,Buy,530,1513.1
FVD,Sell,50,664
BBB,Buy,960,464
RRR,Buy,650,114
FFF,Sell,910,245
CCC,Sell,650,1210.4
PDB,Buy,740,462
KKK,Sell,30,1653.5
SSS,Sell,510,873
GKH,Buy,590,1331.3
AAA,Sell,30,1213.4
FFF,Buy,390,249
RRR,Sell,20,112
GGG,Sell,990,593
KKK,Buy,240,1675.4
TTT,Buy,490,1330.4
UUU,Buy,690,695
FFF,Buy,540,246
VVV,Sell,990,1421.7
GGG,Buy,930,582
YYY,Sell,220,61
MDU,Sell,860,1635.2
VVV,Buy,700,1427.2
HSW,Buy,520,1052.6
AAA,Buy,350,1231.2
GKH,Buy,790,1309.1
FFF,Sell,710,244
CCC,Buy,290,1231.3
NEH,Buy,190,519
YYY,Buy,180,62
DLH,Sell,380,174
FFF,Sell,550,249
PPP,Buy,620,959
DLH,Sell,270,171
EEE,Sell,480,1317.4
EEE,Buy,460,1333.4
NNN,Buy,340,637
VVV,Buy,320,1392.5
PPP,Buy,240,956
CCC,Buy,50,1250
VVV,Sell,200,1381.8
GGG,Sell,970,593
QQQ,Buy,330,1681.2
PDB,Buy,480,471
TQM,Buy,150,1066.6
SSS,Buy,370,866
PDB,Sell,230,475
FFF,Sell,380,245
TQM,Buy,350,1043.9
GGG,Buy,770,592
CCC,Buy,630,1227.6
KKK,Sell,840,1657.1
MMM,Buy,560,1674.3
BBB,Sell,520,454
FFF,Sell,600,247
TTT,Sell,60,1322.2
DLH,Buy,20,171
GKH,Sell,750,1329.9
RRR,Buy,120,113
VVV,Sell,360,1382.9
PPP,Sell,570,937
PDB,Buy,660,470
TQM,Sell,750,1059
PDB,Sell,160,474
DLH,Sell,520,174
YYY,Buy,350,61
PPP,Sell,340,953
FVD,Buy,90,670
FVD,Sell,560,651
PDB,Buy,200,465
QQQ,Buy,570,1649.4
GGG,Buy,740,581
CCC,Buy,440,1239.5
BBB,Sell,180,476
BBB,Buy,850,464
BBB,Buy,50,462
HHH,Sell,790,1949
DLH,Buy,350,174
PDB,Sell,370,463
SSS,Sell,180,871
PPP,Sell,550,954
RRR,Sell,240,113
AAA,Buy,370,1206.3
FFF,Sell,560,251
CCC,Sell,680,1234.6
MDU,Sell,140,1691.5
SSS,Buy,430,866
FFF,Buy,350,246
CGG,Sell,200,1402
BBB,Sell,570,468
DLH,Buy,100,178
EEE,Sell,740,1324.2
PDB,Buy,310,466
KKK,Sell,370,1656.5
CCC,Buy,610,1248.1
MDU,Buy,130,1633.9
BBB,Buy,20,466
GKH,Sell,180,1341.6
UUU,Sell,250,676
DLH,Sell,20,172
NEH,Sell,370,516
MMM,Buy,870,1707.3
HRT,Sell,690,912
SSS,Buy,710,868
HRT,Buy,430,917
JJJ,Sell,650,730
CCC,Buy,490,1222.3
PPP,Buy,570,939
VVV,Sell,650,1410.8
SSS,Sell,380,877
TQM,Sell,240,1060.1
VVV,Sell,90,1435.7
TQM,Sell,220,1080.9
BBB,Buy,600,461
PDB,Sell,270,455
MMM,Buy,820,1690.3
CCC,Buy,30,1273.1
RRR,Sell,560,115
GKH,Buy,780,1321.1
YYY,Buy,510,61
CCC,Sell,240,1239.3
AAA,Sell,600,1213.1
DLH,Sell,10,174
GKH,Buy,570,1318
UUU,Sell,950,680
PPP,Buy,910,956
WWW,Buy,540,1475.7
NEH,Buy,720,519
TTT,Buy,870,1333.4
NEH,Buy,370,511
NEH,Sell,410,514
MMM,Buy,240,1679.2
WWW,Sell,820,1517.4
GGG,Buy,930,585
PDB,Sell,890,469
CCC,Sell,910,1229.7
GGG,Sell,360,589
FFF,Sell,10,245
FFF,Sell,900,247
NEH,Sell,940,515
FFF,Buy,620,245
AAA,Buy,860,1205.7
MDU,Buy,310,1622
TTT,Buy,930,1327.2
PDB,Buy,920,464
EEE,Buy,610,1315.9
FVD,Buy,300,670
RRR,Buy,240,114
GGG,Buy,740,589
FVD,Buy,180,652
KKK,Sell,640,1695.8
FFF,Sell,900,249
TTT,Sell,160,1341.8
YYY,Buy,310,62
AAA,Sell,800,1210.8
RRR,Buy,140,112
MMM,Buy,120,1716.8
TTT,Sell,170,1317.2
TQM,Sell,390,1067.2
TQM,Sell,850,1054.9
GKH,Sell,690,1336.5
NEH,Buy,560,510
PPP,Buy,650,943
BBB,Buy,860,470
MDU,Sell,910,1623.2
MDU,Sell,570,1638.7
CGG,Buy,440,1395.5
PPP,Buy,470,956
HSW,Buy,570,1067.4
PDB,Sell,340,467
PDB,Sell,550,468
CGG,Buy,190,1420.8
EEE,Buy,240,1331.8
SSS,Sell,600,878
NEH,Sell,480,510
SSS,Buy,330,863
EEE,Buy,700,1303.1
MMM,Sell,210,1692.8
MDU,Buy,770,1662.2
MDU,Buy,570,1638.9
BBB,Buy,440,460
QQQ,Buy,980,1683.5
DLH,Buy,670,173
HRT,Buy,130,901
GKH,Buy,720,1321.8
BBB,Buy,120,465
FFF,Buy,970,250
PPP,Sell,200,951
CCC,Sell,770,1264.2
JJJ,Buy,730,742
GGG,Sell,610,585
YYY,Buy,510,61
TQM,Sell,890,1070.7
VVV,Buy,660,1414
UUU,Buy,150,686
HRT,Sell,90,927
CGG,Buy,530,1409.3
SSS,Sell,730,888
PDB,Buy,510,470
DLH,Sell,790,175
CGG,Sell,460,1417
FVD,Sell,290,650
SSS,Sell,810,861
CCC,Sell,400,1224.1
FFF,Buy,420,246
VVV,Sell,120,1411
BBB,Buy,540,463
HSW,Sell,530,1058.6
EEE,Sell,590,1351.1
PDB,Buy,640,467
EEE,Sell,160,1324.4
NEH,Buy,230,513
HRT,Buy,680,912
MDU,Buy,970,1633.7
SSS,Buy,560,868
HSW,Sell,150,1069.7
CCC,Sell,740,1249.7
TQM,Buy,620,1059.6
CGG,Buy,990,1420.9
DDD,Sell,580,1580
FFF,Buy,900,250
TQM,Sell,540,1071.2
VVV,Sell,920,1414
PPP,Buy,250,949
VVV,Buy,30,1405.2
EEE,Sell,540,1316.4
NNN,Buy,280,634
TTT,Buy,520,1342.3
VVV,Sell,30,1393.9
HSW,Sell,380,1068.2
FFF,Sell,510,249
GKH,Buy,390,1351.1
FFF,Sell,70,247
PDB,Buy,640,474
MDU,Buy,760,1645.1
PDB,Buy,660,463
AAA,Buy,810,1207.7
FFF,Sell,60,250
JJJ,Buy,520,730
KKK,Sell,300,1666.5
VVV,Buy,170,1411.1
HRT,Buy,410,901
SSS,Sell,190,878
FFF,Buy,840,246
FVD,Buy,230,654
MDU,Buy,240,1639
VVV,Buy,800,1412.2
FFF,Sell,300,247
GKH,Sell,600,1335.7
RRR,Sell,440,113
PDB,Buy,330,462
FVD,Buy,960,659
BBB,Sell,470,458
DLH,Sell,930,170
DLH,Sell,930,175
DDD,Buy,710,1569.6
BBB,Buy,420,471
TTT,Sell,80,1328.7
CCC,Sell,330,1256.9
PPP,Sell,80,948
FVD,Sell,620,656
VVV,Sell,910,1384.9
CCC,Sell,300,1245.6
PPP,Sell,830,940
MMM,Buy,60,1701.4
HSW,Buy,520,1071
TQM,Sell,460,1056.6
DDD,Sell,220,1580.8
TQM,Buy,370,1043.8
HSW,Sell,760,1057.7
MDU,Sell,960,1616.3
PPP,Buy,970,965
SSS,Sell,20,873
TQM,Buy,380,1061.8
CCC,Sell,430,1229.4
PDB,Buy,570,472
RRR,Buy,340,116
HRT,Buy,640,916
GKH,Sell,610,1328.1
PPP,Sell,610,941
FFF,Buy,90,244
VVV,Sell,50,1411.2
PPP,Sell,980,955
GKH,Sell,110,1315
VVV,Buy,30,1410.7
BBB,Sell,760,473
AAA,Sell,600,1207.3
RRR,Buy,920,114
NEH,Sell,710,506
GKH,Sell,670,1339.2
HRT,Buy,420,920
BBB,Buy,120,462
TTT,Buy,200,1335.7
CCC,Sell,420,1248
GKH,Buy,310,1331.4
TQM,Buy,440,1073
VVV,Buy,410,1424.4
BBB,Buy,560,459
AAA,Buy,220,1243.1
BBB,Sell,170,469
SSS,Sell,550,877
GGG,Sell,60,593
QQQ,Buy,570,1658.7
KKK,Buy,200,1675.1
MMM,Buy,910,1685.3
MMM,Sell,700,1707.5
HRT,Sell,490,909
BBB,Buy,150,463
UUU,Sell,260,675
HRT,Sell,190,919
CCC,Buy,450,1240.6
BBB,Buy,900,473
CCC,Buy,930,1249.8
UUU,Buy,800,684
FFF,Buy,590,245
CCC,Sell,600,1231.6
FFF,Buy,390,244
HRT,Sell,140,911
CCC,Buy,710,1248.6
PPP,Buy,930,963
BBB,Buy,610,466
SSS,Sell,800,856
HSW,Sell,70,1047
PDB,Buy,480,476
AAA,Sell,900,1195.4
PPP,Buy,590,960
RRR,Buy,370,115
PDB,Buy,90,469
NNN,Sell,910,614
MMM,Sell,780,1715.2
PPP,Buy,990,961
CCC,Buy,760,1221.3
NEH,Buy,50,512
FVD,Buy,700,662
SSS,Buy,70,877
FVD,Buy,590,667
CGG,Sell,220,1430.6
TQM,Sell,700,1059
TQM,Buy,270,1077.2
PDB,Buy,420,457
PDB,Buy,630,466
MMM,Sell,440,1644.5
PDB,Buy,770,474
HRT,Buy,50,891
SSS,Buy,290,865
MMM,Buy,170,1710.5
MDU,Buy,580,1644.1
MMM,Buy,610,1684.2
VVV,Buy,550,1406.1
DLH,Sell,720,175
FFF,Buy,290,249
HRT,Sell,940,899
HSW,Sell,540,1051.7
HHH,Buy,310,1938.1
MDU,Sell,50,1660.7
CCC,Sell,260,1231.6
WWW,Sell,430,1476.7
TTT,Buy,690,1295.4
FFF,Buy,900,241
HSW,Buy,380,1064.4
PPP,Sell,970,951
UUU,Sell,270,678
GGG,Buy,550,594
FVD,Buy,520,640
TTT,Sell,260,1320
DDD,Buy,440,1574.2
GKH,Buy,970,1342.1
KKK,Sell,260,1672.5
AAA,Sell,270,1218.7
DLH,Sell,880,175
GKH,Buy,390,1345.5
FVD,Buy,970,649
PPP,Buy,290,942
HRT,Buy,670,926
PPP,Sell,340,942
VVV,Sell,480,1413.4
FVD,Sell,20,668
CCC,Buy,330,1242.1
VVV,Buy,990,1397.3
VVV,Sell,40,1408.4
MMM,Sell,290,1681.9
CGG,Buy,410,1403.2
AAA,Sell,570,1215.2
FFF,Buy,150,247
HRT,Buy,250,914
DLH,Buy,980,174
QQQ,Sell,520,1669.6
YYY,Buy,250,61
QQQ,Sell,590,1689.8
GKH,Buy,610,1325.5
TTT,Buy,350,1329.9
CCC,Buy,410,1228.9
YYY,Buy,190,61
VVV,Buy,760,1408.7
KKK,Buy,190,1694.3
PDB,Buy,180,466
TTT,Buy,280,1333.1
CCC,Buy,390,1252.2
PPP,Sell,930,946
DLH,Buy,60,173
MMM,Buy,750,1689.4
FVD,Buy,590,655
VVV,Buy,780,1430.7
HRT,Sell,860,916
BBB,Buy,610,472
AAA,Buy,900,1206.9
VVV,Sell,650,1433.4
FFF,Sell,70,241
BBB,Sell,590,469
SSS,Buy,930,873
FFF,Sell,200,244
GKH,Buy,160,1357.3
FFF,Sell,100,247
BBB,Buy,280,465
GGG,Buy,100,597
FFF,Sell,460,244
PDB,Sell,900,467
CCC,Buy,270,1240.2
SSS,Sell,750,876
TTT,Sell,260,1325.3
PPP,Buy,820,959
VVV,Sell,340,1405
TQM,Sell,820,1061.2
FVD,Sell,290,650
UUU,Sell,550,684
AAA,Sell,410,1209
CCC,Buy,90,1257.5
AAA,Buy,20,1220.3
GKH,Buy,980,1324.7
TTT,Buy,360,1314.2
PDB,Sell,940,471
PDB,Buy,340,466
SSS,Sell,950,863
HRT,Sell,430,917
TQM,Buy,90,1075.9
GKH,Buy,290,1322
NNN,Buy,310,627
PDB,Sell,200,465
TQM,Buy,800,1083.4
SSS,Sell,110,869
TTT,Sell,190,1335.6
BBB,Sell,950,464
MMM,Buy,840,1679.5
FFF,Buy,560,248
SSS,Sell,500,883
NEH,Buy,830,517
GGG,Sell,360,583
MMM,Sell,510,1679.9
AAA,Sell,490,1218.8
FFF,Buy,540,248
BBB,Buy,280,455
HHH,Buy,240,1937.8
PDB,Buy,520,463
NEH,Buy,640,517
SSS,Sell,420,868
FFF,Sell,630,245
HRT,Buy,100,920
HRT,Sell,340,921
CCC,Buy,250,1234.8
TTT,Sell,520,1316.4
CCC,Buy,700,1237.6
HHH,Buy,270,1902
BBB,Sell,30,466
FFF,Buy,220,247
AAA,Buy,580,1218.5
HSW,Buy,840,1061.1
CCC,Buy,670,1241.8
HRT,Buy,950,924
TQM,Sell,520,1064.8
KKK,Sell,130,1678.3
FVD,Sell,160,660
PDB,Sell,680,460
HRT,Sell,40,900
DLH,Buy,370,175
PPP,Sell,150,959
CCC,Buy,480,1253.3
CCC,Buy,580,1253
GGG,Buy,660,592
TTT,Sell,730,1301.6
NEH,Sell,470,516
TQM,Buy,50,1051.2
CCC,Sell,120,1259.1
AAA,Sell,30,1209.5
PDB,Sell,830,469
RRR,Buy,10,113
SSS,Sell,180,883
MDU,Buy,430,1623.7
HHH,Sell,720,1893.6
MMM,Buy,190,1697.6
QQQ,Buy,520,1654.8
BBB,Sell,280,472
BBB,Sell,520,466
AAA,Buy,80,1222.7
GKH,Sell,710,1340
FFF,Buy,720,250
FVD,Buy,860,651
NEH,Buy,470,508
PDB,Sell,330,469
GKH,Sell,380,1324.5
PPP,Buy,740,953
PDB,Sell,290,468
RRR,Buy,800,114
YYY,Sell,50,62
VVV,Buy,160,1405.9
SSS,Buy,450,880
XXX,Sell,40,1367.2
MMM,Buy,300,1699.6
SSS,Sell,160,864
NEH,Sell,200,503
FFF,Sell,200,250
MMM,Buy,40,1731.1
UUU,Buy,780,689
GKH,Buy,450,1326.6
VVV,Buy,960,1422.5
VVV,Sell,860,1411.3
HRT,Buy,920,905
CGG,Sell,40,1410.3
UUU,Sell,610,667
MDU,Buy,130,1665.3
FFF,Sell,950,244
VVV,Sell,740,1399.4
CGG,Sell,130,1428.2
PDB,Buy,720,469
PPP,Buy,210,938
UUU,Sell,650,677
MMM,Sell,270,1700.1
VVV,Buy,530,1395.1
CGG,Sell,850,1428.4
UUU,Buy,410,685
FFF,Buy,500,247
MMM,Buy,190,1665.7
TQM,Buy,490,1053.3
TTT,Buy,280,1305.8
FFF,Buy,820,241
HHH,Buy,940,1935.3
UUU,Buy,440,680
GGG,Buy,950,589
TTT,Sell,40,1320.6
RRR,Buy,730,112
RRR,Sell,80,115
BBB,Sell,560,468
BBB,Sell,540,468
GKH,Buy,680,1346.3
TTT,Buy,50,1314.3
FVD,Buy,280,665
HRT,Buy,80,914
YYY,Sell,500,62
GKH,Sell,520,1344.6
TQM,Sell,520,1070.1
EEE,Buy,450,1319.4
GKH,Buy,400,1325.3
PDB,Sell,110,467
TTT,Sell,740,1330.7
HHH,Buy,990,1915.5
CCC,Sell,910,1266.3
CCC,Buy,430,1204.1
SSS,Sell,230,870
VVV,Buy,260,1418
FFF,Sell,350,247
EEE,Sell,100,1295.8
CCC,Buy,460,1251.1
SSS,Buy,600,871
EEE,Sell,210,1325
PDB,Sell,850,464
PDB,Sell,560,471
VVV,Buy,410,1418
AAA,Buy,310,1226
AAA,Sell,730,1210
FFF,Buy,70,252
DLH,Sell,580,172
UUU,Sell,220,680
TTT,Buy,920,1309.1
TTT,Sell,260,1337
SSS,Buy,890,880
GKH,Buy,370,1352.4
PPP,Buy,960,952
VVV,Buy,60,1406.9
VVV,Sell,280,1429.1
CCC,Sell,320,1238.3
RRR,Sell,570,114
FFF,Sell,910,246
EEE,Sell,330,1305.8
NEH,Sell,850,515
TTT,Buy,330,1340
GGG,Sell,360,596
FFF,Sell,430,246
MMM,Buy,260,1693.9
YYY,Sell,310,62
PDB,Sell,210,466
TQM,Sell,760,1052.6
PDB,Buy,870,465
FFF,Sell,580,247
CGG,Buy,250,1414.1
FFF,Buy,30,247
RRR,Buy,830,113
CGG,Sell,500,1447.3
TTT,Sell,930,1320.5
GKH,Sell,720,1361.9
FFF,Buy,130,248
DLH,Buy,790,174
SSS,Buy,30,872
CCC,Buy,470,1241.5
GKH,Sell,570,1352.3
HRT,Sell,490,915
FFF,Sell,580,247
JJJ,Sell,940,731
GGG,Buy,290,588
YYY,Buy,730,61
TTT,Sell,440,1325
CCC,Buy,470,1238.1
WWW,Sell,750,1506.5
FVD,Sell,170,664
BBB,Sell,110,466
HRT,Sell,940,923
TTT,Sell,140,1288.2
TQM,Buy,490,1051.7
PDB,Buy,980,470
MMM,Buy,80,1683.5
FVD,Buy,280,654
UUU,Buy,580,679
AAA,Buy,830,1209.4
HRT,Sell,570,935
CCC,Sell,930,1249.9
TQM,Sell,100,1075.6
MDU,Buy,350,1651.9
SSS,Buy,530,871
NEH,Buy,50,516
PDB,Sell,390,465
VVV,Sell,900,1419.1
HRT,Sell,40,919
TTT,Buy,410,1309.3
HRT,Buy,490,916
BBB,Sell,560,465
NEH,Buy,770,514
HSW,Sell,970,1054
CCC,Buy,700,1236.7
PDB,Sell,390,469
RRR,Buy,60,113
TTT,Sell,910,1309.5
FVD,Buy,110,661
TTT,Buy,610,1312.5
CCC,Sell,310,1229.7
PPP,Sell,210,949
HRT,Buy,200,928
VVV,Buy,30,1417
VVV,Sell,140,1429.9
FFF,Buy,190,247
HSW,Buy,80,1065.6
PPP,Buy,740,947
BBB,Sell,780,465
HRT,Sell,670,909
TTT,Buy,940,1334.7
PDB,Buy,40,467
FFF,Sell,230,242
GKH,Sell,800,1329.2
NEH,Sell,300,511
PDB,Buy,880,468
PDB,Sell,520,462
DLH,Sell,940,174
PPP,Sell,70,953
BBB,Sell,560,465
GGG,Buy,690,588
MMM,Buy,350,1651
AAA,Sell,710,1233.5
NEH,Buy,230,517
MDU,Sell,310,1648.5
XXX,Buy,450,1357.1
TTT,Sell,680,1322.5
PPP,Sell,890,952
PPP,Buy,540,947
VVV,Sell,980,1389.8
PDB,Sell,250,471
PDB,Sell,200,465
CGG,Sell,290,1414.5
PDB,Sell,870,470
EEE,Sell,10,1331.7
PDB,Buy,970,475
GKH,Buy,690,1311
FFF,Sell,230,240
PPP,Sell,750,945
MDU,Sell,80,1648.4
YYY,Buy,410,61
TTT,Sell,950,1344.2
PDB,Buy,710,468
PDB,Sell,650,465
CCC,Sell,690,1236.6
VVV,Buy,660,1416.4
GKH,Sell,120,1333.6
VVV,Buy,250,1396.6
SSS,Buy,270,866
FFF,Buy,970,248
YYY,Sell,500,61
CCC,Sell,80,1244.7
CCC,Sell,390,1246.2
HRT,Sell,80,918
BBB,Buy,710,464
BBB,Sell,100,473
UUU,Sell,380,679
GKH,Sell,70,1316.2
UUU,Sell,940,683
FVD,Sell,510,646
EEE,Buy,940,1319.6
GKH,Buy,100,1314.8
MDU,Sell,790,1675.1
BBB,Sell,160,471
FVD,Sell,730,663
AAA,Buy,640,1215.9
EEE,Buy,340,1337.6
TTT,Buy,40,1323.8
FFF,Buy,520,248
GGG,Sell,950,598
HRT,Buy,60,898
FVD,Buy,510,664
TTT,Sell,380,1314.1
CCC,Sell,90,1240
PPP,Buy,580,954
CCC,Buy,920,1252.1
FVD,Buy,760,662
CCC,Buy,170,1240.6
BBB,Sell,410,470
RRR,Buy,870,115
HSW,Buy,930,1067.2
HSW,Sell,180,1082
HRT,Sell,940,911
CCC,Buy,640,1257.6
GGG,Sell,700,592
FFF,Sell,650,247
TTT,Sell,50,1325.7
CCC,Sell,580,1259.9
TQM,Buy,880,1080.1
MMM,Sell,390,1700.2
SSS,Sell,490,875
GGG,Buy,450,587
BBB,Buy,580,459
MMM,Sell,740,1700.4
DLH,Buy,600,175
UUU,Sell,580,695
MMM,Buy,660,1684
FVD,Buy,830,659
RRR,Buy,100,114
NEH,Sell,300,512
VVV,Sell,130,1405.9
GGG,Buy,120,593
PDB,Buy,280,470
AAA,Sell,530,1235.5
BBB,Sell,380,478
UUU,Buy,970,685
GGG,Sell,820,588
FVD,Buy,120,656
MDU,Buy,170,1626.7
RRR,Sell,220,112
AAA,Buy,500,1217.8
GKH,Buy,590,1326.7
VVV,Buy,780,1437.5
CGG,Sell,30,1397.4
FFF,Sell,240,245
